client_id,batch_size,epoch,training_time,memory_usage
2,4,32,184.91576075553894,1097.296875
5,4,32,115.29197597503662,1097.296875
9,4,32,107.54371523857117,1097.296875
4,4,33,12.197110891342163,1097.296875
11,4,33,125.06429648399353,1097.296875
0,4,33,115.15349698066711,1097.296875
2,4,34,183.8579626083374,1097.296875
5,4,34,115.22370028495789,1097.296875
0,4,34,113.84146451950073,1097.296875
10,4,35,115.98252511024475,1097.296875
8,4,35,107.5388023853302,1097.296875
7,4,35,130.84241461753845,1097.296875
6,4,36,97.66875433921814,1097.296875
8,4,36,118.55003547668457,1097.296875
2,4,36,184.29593920707703,1097.296875
3,4,37,5.919013977050781,1097.296875
5,4,37,114.35871315002441,1097.296875
8,4,37,107.89670658111572,1097.296875
10,4,38,116.00111627578735,1097.296875
11,4,38,123.63054919242859,1097.296875
1,4,38,113.88579225540161,1097.296875
0,4,39,113.51458954811096,1097.296875
1,4,39,114.60229849815369,1097.296875
6,4,39,97.63684701919556,1097.296875
1,4,40,114.33063530921936,1097.296875
3,4,40,5.924583911895752,1097.296875
10,4,40,117.09948015213013,1097.296875
8,4,41,107.83750915527344,1097.296875
9,4,41,107.63330674171448,1097.296875
0,4,41,112.85244488716125,1097.296875
0,4,42,112.84659767150879,1097.296875
6,4,42,97.76717972755432,1097.296875
11,4,42,124.2974214553833,1097.296875
11,4,43,124.64171814918518,1097.296875
4,4,43,12.1234450340271,1097.296875
7,4,43,131.3839511871338,1097.296875
1,4,44,113.83502054214478,1097.296875
0,4,44,113.71876430511475,1097.296875
4,4,44,12.13710641860962,1097.296875
11,4,45,125.41491603851318,1097.296875
0,4,45,114.18186140060425,1097.296875
9,4,45,108.35460352897644,1097.296875
8,4,46,107.95168709754944,1097.296875
9,4,46,107.25466656684875,1097.296875
3,4,46,5.895185947418213,1097.296875
4,4,47,12.196698665618896,1097.296875
6,4,47,97.86961793899536,1097.296875
1,4,47,114.58457589149475,1097.296875
2,4,48,184.8827726840973,1097.296875
3,4,48,5.894325256347656,1097.296875
4,4,48,12.142765045166016,1097.296875
8,4,49,108.16040253639221,1097.296875
2,4,49,185.08755111694336,1097.296875
3,4,49,5.890876770019531,1097.296875
0,4,50,113.53544688224792,1097.296875
7,4,50,131.46765851974487,1097.296875
5,4,50,115.75201773643494,1097.296875
3,4,51,6.000303030014038,1097.296875
7,4,51,131.20769834518433,1097.296875
8,4,51,108.39969611167908,1097.296875
3,4,52,5.934261322021484,1097.296875
11,4,52,124.67475438117981,1097.296875
8,4,52,111.7943184375763,1097.296875
4,4,53,12.431757688522339,1097.296875
6,4,53,101.74773478507996,1097.296875
3,4,53,5.88848352432251,1097.296875
7,4,54,131.49256825447083,1097.296875
9,4,54,107.5732147693634,1097.296875
11,4,54,125.35130047798157,1097.296875
10,4,55,116.36410641670227,1097.296875
3,4,55,5.9688615798950195,1097.296875
6,4,55,97.89923334121704,1097.296875
1,4,56,120.13694739341736,1097.296875
4,4,56,12.34055233001709,1097.296875
6,4,56,100.866375207901,1097.296875
10,4,57,120.34298038482666,1097.296875
0,4,57,115.15795588493347,1097.296875
3,4,57,5.955491542816162,1097.296875
0,4,58,115.01314759254456,1097.296875
6,4,58,98.19530463218689,1097.296875
1,4,58,114.82300925254822,1097.296875
1,4,59,114.37997698783875,1097.296875
11,4,59,125.49031972885132,1097.296875
4,4,59,12.228572130203247,1097.296875
7,4,60,131.55353426933289,1097.296875
1,4,60,114.60591292381287,1097.296875
4,4,60,12.361092567443848,1097.296875
6,4,61,98.47466373443604,1097.296875
0,4,61,114.0989317893982,1097.296875
11,4,61,124.87951970100403,1097.296875
0,4,62,113.29139184951782,1097.296875
8,4,62,108.07898759841919,1097.296875
6,4,62,97.7677354812622,1097.296875
9,4,63,107.337890625,1097.296875
11,4,63,124.82775402069092,1097.296875
2,4,63,184.6497242450714,1097.296875
8,4,64,108.38538670539856,1097.296875
3,4,64,5.94644832611084,1097.296875
0,4,64,113.45655250549316,1097.296875
6,4,65,97.9210433959961,1097.8125
9,4,65,107.4401478767395,1097.8125
2,4,65,185.8356580734253,1097.8125
11,4,66,124.42485213279724,1097.8125
3,4,66,5.924864768981934,1097.8125
4,4,66,12.14985966682434,1097.8125
2,4,67,187.55085372924805,1097.8125
7,4,67,131.94806218147278,1097.81640625
9,4,67,107.89052724838257,1097.81640625
5,4,68,115.24673199653625,1097.81640625
4,4,68,12.176783800125122,1097.81640625
1,4,68,114.57912230491638,1097.81640625
1,4,69,114.84851884841919,1097.81640625
5,4,69,115.06405353546143,1097.81640625
10,4,69,116.6054618358612,1097.81640625
11,4,70,124.15649604797363,1097.81640625
8,4,70,109.33388376235962,1097.81640625
0,4,70,114.3689980506897,1097.81640625
0,4,71,114.36934900283813,1097.81640625
9,4,71,107.03289103507996,1097.81640625
2,4,71,186.51298904418945,1098.38671875
0,4,72,113.45461177825928,1098.38671875
10,4,72,117.59184193611145,1098.38671875
1,4,72,114.19023966789246,1098.38671875
6,4,73,98.20850086212158,1098.38671875
10,4,73,115.66331362724304,1098.38671875
1,4,73,114.15084028244019,1098.390625
5,4,74,114.9871780872345,1098.390625
6,4,74,98.67879033088684,1098.390625
2,4,74,183.84396862983704,1098.390625
4,4,75,12.102249145507812,1098.390625
1,4,75,113.9469199180603,1098.390625
11,4,75,124.22181725502014,1098.390625
11,4,76,124.05970907211304,1098.390625
6,4,76,98.22781920433044,1098.390625
3,4,76,5.888342380523682,1098.390625
6,4,77,98.52572917938232,1098.390625
3,4,77,5.936131000518799,1098.390625
7,4,77,132.20294499397278,1098.390625
7,4,78,133.29435920715332,1098.390625
11,4,78,125.67219185829163,1098.390625
4,4,78,12.122666835784912,1098.390625
0,4,79,113.51132392883301,1098.390625
9,4,79,107.89473223686218,1098.390625
8,4,79,108.07927584648132,1098.390625
9,4,80,107.48742771148682,1098.390625
11,4,80,124.85126900672913,1098.390625
1,4,80,114.11418986320496,1098.390625
2,4,81,183.49224829673767,1098.390625
4,4,81,12.142135620117188,1098.390625
7,4,81,131.715313911438,1098.390625
8,4,82,108.03793978691101,1098.390625
3,4,82,5.904184341430664,1098.390625
5,4,82,114.59275126457214,1098.390625
3,4,83,5.9191131591796875,1098.390625
4,4,83,12.117894411087036,1098.390625
7,4,83,130.59285950660706,1098.390625
4,4,84,12.148270845413208,1098.390625
5,4,84,114.99721717834473,1098.390625
7,4,84,131.1173861026764,1098.390625
10,4,85,116.41852712631226,1098.390625
3,4,85,5.906596660614014,1098.390625
5,4,85,114.77415728569031,1098.390625
3,4,86,5.928815126419067,1098.390625
1,4,86,114.31610417366028,1098.390625
9,4,86,107.5722074508667,1098.390625
4,4,87,12.187530279159546,1098.390625
10,4,87,116.3190062046051,1098.390625
8,4,87,108.59212923049927,1098.390625
3,4,88,5.941238880157471,1098.390625
10,4,88,116.28952074050903,1098.390625
8,4,88,108.07883310317993,1098.390625
10,4,89,117.62025952339172,1098.390625
11,4,89,123.82099652290344,1098.390625
7,4,89,131.25268483161926,1098.390625
9,4,90,108.26561284065247,1098.390625
4,4,90,12.334052324295044,1098.390625
7,4,90,130.99937462806702,1098.390625
6,4,91,98.36262083053589,1098.390625
10,4,91,116.09891963005066,1098.390625
11,4,91,125.02109551429749,1098.390625
1,4,92,113.95376682281494,1098.390625
2,4,92,184.22017359733582,1098.390625
10,4,92,117.1926543712616,1098.390625
11,4,93,124.83965015411377,1098.390625
3,4,93,5.951743841171265,1098.390625
0,4,93,113.23534822463989,1098.390625
7,4,94,132.15583777427673,1098.390625
9,4,94,107.29621481895447,1098.390625
8,4,94,109.15236401557922,1098.390625
3,4,95,5.92710280418396,1098.390625
4,4,95,12.163022994995117,1098.390625
6,4,95,97.53161525726318,1098.390625
11,4,96,126.8693413734436,1098.390625
2,4,96,185.1884913444519,1098.390625
7,4,96,131.14061093330383,1098.390625
1,4,97,114.35773658752441,1098.390625
6,4,97,97.17219066619873,1098.390625
3,4,97,5.906265735626221,1098.390625
3,4,98,5.934521436691284,1098.390625
0,4,98,113.14296579360962,1098.390625
9,4,98,108.22199177742004,1098.390625
2,4,99,191.92296814918518,1099.421875
3,4,99,5.921932697296143,1099.421875
6,4,99,98.54910159111023,1099.421875
9,4,100,109.21392917633057,1099.421875
10,4,100,117.44487690925598,1099.421875
7,4,100,132.49129915237427,1099.421875
10,8,1,87.89410591125488,1099.33203125
11,8,1,94.47965359687805,1099.33203125
8,8,1,81.87094974517822,1099.33203125
3,8,2,4.454046964645386,1099.33203125
11,8,2,94.49442553520203,1099.33203125
0,8,2,85.57320833206177,1099.33203125
3,8,3,4.471391916275024,1099.33203125
6,8,3,74.02912020683289,1099.33203125
1,8,3,85.94224047660828,1099.33203125
3,8,4,4.4595787525177,1099.33203125
11,8,4,95.06135892868042,1099.33203125
0,8,4,86.60521268844604,1099.33203125
8,8,5,82.08836603164673,1099.33203125
11,8,5,94.98858308792114,1099.33203125
5,8,5,86.85130786895752,1099.33203125
0,8,6,85.83809447288513,1099.33203125
4,8,6,9.05313515663147,1099.33203125
11,8,6,94.84163618087769,1099.33203125
6,8,7,75.63596177101135,1099.33203125
3,8,7,4.476921558380127,1099.33203125
2,8,7,139.8730399608612,1099.33203125
1,8,8,85.77412128448486,1099.33203125
3,8,8,4.493438005447388,1099.33203125
7,8,8,99.73511600494385,1099.33203125
0,8,9,85.72343015670776,1099.33203125
10,8,9,88.17342948913574,1099.33203125
11,8,9,94.55299758911133,1099.33203125
11,8,10,95.25718021392822,1099.33203125
4,8,10,9.089529991149902,1099.33203125
7,8,10,99.59742546081543,1099.33203125
6,8,11,73.82459211349487,1099.33203125
3,8,11,4.446723461151123,1099.33203125
10,8,11,88.27266144752502,1099.33203125
11,8,12,95.15852665901184,1099.33203125
10,8,12,88.17173886299133,1099.33203125
2,8,12,139.82948923110962,1099.33203125
1,8,13,86.79204201698303,1099.33203125
4,8,13,9.171220541000366,1099.33203125
3,8,13,4.46552300453186,1099.33203125
0,8,14,85.901526927948,1099.33203125
1,8,14,85.94598746299744,1099.33203125
11,8,14,96.77587103843689,1099.33203125
9,8,15,81.52117276191711,1099.33203125
7,8,15,99.84249901771545,1099.33203125
11,8,15,95.01482152938843,1099.33203125
11,8,16,94.31880378723145,1099.33203125
0,8,16,85.72204279899597,1099.33203125
3,8,16,4.463120698928833,1099.33203125
0,8,17,86.16557669639587,1099.33203125
3,8,17,4.5015387535095215,1099.33203125
1,8,17,87.75167083740234,1099.33203125
2,8,18,140.15282082557678,1099.33203125
7,8,18,99.37054109573364,1099.33203125
0,8,18,86.52453970909119,1099.33203125
10,8,19,88.37569975852966,1099.33203125
3,8,19,4.4863317012786865,1099.33203125
9,8,19,81.11357188224792,1099.33203125
0,8,20,86.14963388442993,1099.33203125
1,8,20,86.90437054634094,1099.33203125
7,8,20,100.65060138702393,1099.33203125
10,8,21,88.69270849227905,1099.33203125
1,8,21,86.87478733062744,1099.33203125
2,8,21,141.01143264770508,1099.33203125
6,8,22,74.31593585014343,1104.23046875
9,8,22,81.73903155326843,1104.23046875
5,8,22,86.86725759506226,1104.23046875
9,8,23,81.50225043296814,1104.23046875
0,8,23,86.40302038192749,1104.23046875
1,8,23,86.59240412712097,1104.23046875
10,8,24,89.1073808670044,1104.23046875
7,8,24,99.81832456588745,1104.23046875
0,8,24,86.64345693588257,1104.23046875
4,8,25,9.194218158721924,1104.23046875
5,8,25,87.42189645767212,1104.23046875
9,8,25,81.65251851081848,1104.23046875
1,8,26,86.10656571388245,1104.23046875
2,8,26,140.47124934196472,1104.23046875
10,8,26,88.31490421295166,1104.23046875
5,8,27,87.10737895965576,1104.23046875
11,8,27,94.50215077400208,1104.23046875
2,8,27,140.97695326805115,1104.23046875
2,8,28,140.16222405433655,1104.23046875
4,8,28,9.14463210105896,1104.23046875
11,8,28,95.03219699859619,1104.23046875
6,8,29,74.37627816200256,1104.23046875
5,8,29,87.23682904243469,1104.23046875
9,8,29,81.85633039474487,1104.23046875
8,8,30,81.79994750022888,1104.23046875
10,8,30,88.72248601913452,1104.23046875
9,8,30,81.64049911499023,1104.23046875
0,8,31,85.86242961883545,1104.23046875
8,8,31,82.37319684028625,1104.23046875
10,8,31,88.86661267280579,1104.23046875
2,8,32,141.14972853660583,1104.23046875
5,8,32,86.88651394844055,1104.23046875
9,8,32,81.3893711566925,1104.23046875
4,8,33,9.138174057006836,1104.23046875
11,8,33,94.55672526359558,1104.23046875
0,8,33,86.5187759399414,1104.23046875
2,8,34,140.06268906593323,1104.23046875
5,8,34,87.40531206130981,1104.23046875
0,8,34,86.90239262580872,1104.23046875
10,8,35,88.18483352661133,1104.23046875
8,8,35,82.0479907989502,1104.23046875
7,8,35,99.67680644989014,1104.23046875
6,8,36,73.68732500076294,1104.23046875
8,8,36,82.87778186798096,1104.23046875
2,8,36,140.2007350921631,1104.23046875
3,8,37,4.505136489868164,1104.23046875
5,8,37,87.47083187103271,1104.23046875
8,8,37,82.3788993358612,1104.23046875
10,8,38,88.50689268112183,1104.23046875
11,8,38,95.4311363697052,1104.23046875
1,8,38,86.99567151069641,1104.23046875
0,8,39,86.14019393920898,1104.23046875
1,8,39,86.07390451431274,1104.23046875
6,8,39,73.23537826538086,1104.23046875
1,8,40,86.14043736457825,1104.23046875
3,8,40,4.451992034912109,1104.23046875
10,8,40,88.27018880844116,1104.23046875
8,8,41,82.49907088279724,1104.23046875
9,8,41,82.24662899971008,1104.23046875
0,8,41,86.25636577606201,1104.23046875
0,8,42,86.30044960975647,1104.23046875
6,8,42,73.76684999465942,1104.23046875
11,8,42,95.30274081230164,1104.23046875
11,8,43,94.88407468795776,1104.23046875
4,8,43,9.098551511764526,1104.23046875
7,8,43,99.20172429084778,1104.23046875
1,8,44,88.01920652389526,1104.23046875
0,8,44,86.2232723236084,1104.23046875
4,8,44,9.17512559890747,1104.23046875
11,8,45,95.30342054367065,1104.23046875
0,8,45,85.68383193016052,1104.23046875
9,8,45,81.07683634757996,1104.23046875
8,8,46,83.61689472198486,1104.23046875
9,8,46,82.60205411911011,1104.23046875
3,8,46,4.585146427154541,1104.23046875
4,8,47,9.138885498046875,1104.23046875
6,8,47,74.47149586677551,1104.23046875
1,8,47,86.50972008705139,1104.23046875
2,8,48,141.81252264976501,1104.23046875
3,8,48,4.458825588226318,1104.23046875
4,8,48,9.041239500045776,1104.23046875
8,8,49,82.466228723526,1104.23046875
2,8,49,141.87511467933655,1104.23046875
3,8,49,4.480073928833008,1104.23046875
0,8,50,86.12068724632263,1104.23046875
7,8,50,99.28961253166199,1104.23046875
5,8,50,86.95032620429993,1104.23046875
3,8,51,4.488846302032471,1104.23046875
7,8,51,99.27788305282593,1104.23046875
8,8,51,82.32086968421936,1104.23046875
3,8,52,4.478882551193237,1104.23046875
11,8,52,94.8684573173523,1104.23046875
8,8,52,82.27181506156921,1104.23046875
4,8,53,9.086012601852417,1104.23046875
6,8,53,74.11443018913269,1104.23046875
3,8,53,4.49840235710144,1104.23046875
7,8,54,99.35719919204712,1104.23046875
9,8,54,81.28472113609314,1104.23046875
11,8,54,94.93609046936035,1104.23046875
10,8,55,88.78604245185852,1104.23046875
3,8,55,4.484665155410767,1104.23046875
6,8,55,73.98248362541199,1104.23046875
1,8,56,86.7471375465393,1104.23046875
4,8,56,9.153709650039673,1104.23046875
6,8,56,74.12000560760498,1104.23046875
10,8,57,88.96871566772461,1104.23046875
0,8,57,86.41805505752563,1104.23046875
3,8,57,4.494173765182495,1104.23046875
0,8,58,86.81416893005371,1104.23046875
6,8,58,74.17404246330261,1104.23046875
1,8,58,86.58768033981323,1104.23046875
1,8,59,86.60421514511108,1104.23046875
11,8,59,95.33413124084473,1104.23046875
4,8,59,9.197963953018188,1104.23046875
7,8,60,99.70641875267029,1104.23046875
1,8,60,86.63790535926819,1104.23046875
4,8,60,9.10378885269165,1104.23046875
6,8,61,74.27983283996582,1104.23046875
0,8,61,86.56469440460205,1104.23046875
11,8,61,95.31371092796326,1104.23046875
0,8,62,86.05035614967346,1104.23046875
8,8,62,82.00325417518616,1104.23046875
6,8,62,74.26583647727966,1104.23046875
9,8,63,82.11377763748169,1104.23046875
11,8,63,95.12706708908081,1104.23046875
2,8,63,139.97199654579163,1104.23046875
8,8,64,82.35229015350342,1104.23046875
3,8,64,4.4784018993377686,1104.23046875
0,8,64,86.32126688957214,1104.23046875
6,8,65,73.75844097137451,1104.23046875
9,8,65,81.29352283477783,1104.23046875
2,8,65,139.89633774757385,1104.23046875
11,8,66,95.24049139022827,1104.23046875
3,8,66,4.458348751068115,1104.23046875
4,8,66,9.071108341217041,1104.23046875
2,8,67,140.54793047904968,1104.23046875
7,8,67,99.67061853408813,1104.23046875
9,8,67,81.77318143844604,1104.23046875
5,8,68,87.61370873451233,1104.23046875
4,8,68,9.102926015853882,1104.23046875
1,8,68,86.65914559364319,1104.23046875
1,8,69,86.13038158416748,1104.23046875
5,8,69,87.27659130096436,1104.23046875
10,8,69,88.25306606292725,1104.23046875
11,8,70,94.8644790649414,1104.23046875
8,8,70,82.62440323829651,1104.23046875
0,8,70,86.2155294418335,1104.23046875
0,8,71,86.40041995048523,1104.23046875
9,8,71,82.21762204170227,1104.23046875
2,8,71,140.16120624542236,1104.23046875
0,8,72,85.9280788898468,1104.23046875
10,8,72,88.83837795257568,1104.23046875
1,8,72,86.80500221252441,1104.23046875
6,8,73,74.04178643226624,1104.23046875
10,8,73,88.68867468833923,1104.23046875
1,8,73,86.90679502487183,1104.23046875
5,8,74,87.10331583023071,1104.23046875
6,8,74,73.71684503555298,1104.23046875
2,8,74,139.52722907066345,1104.23046875
4,8,75,9.120316743850708,1104.23046875
1,8,75,86.80395197868347,1104.23046875
11,8,75,94.75964760780334,1104.23046875
11,8,76,95.08093929290771,1104.23046875
6,8,76,74.24338507652283,1104.23046875
3,8,76,4.460197448730469,1104.23046875
6,8,77,74.46507120132446,1104.23046875
3,8,77,4.483305215835571,1104.23046875
7,8,77,99.41114592552185,1104.23046875
7,8,78,99.67137742042542,1104.23046875
11,8,78,95.01584386825562,1104.23046875
4,8,78,9.16030240058899,1104.23046875
0,8,79,85.66608095169067,1104.23046875
9,8,79,82.14944052696228,1104.23046875
8,8,79,82.20499753952026,1104.23046875
9,8,80,81.89289879798889,1104.23046875
11,8,80,95.13775992393494,1104.23046875
1,8,80,87.03244924545288,1104.23046875
2,8,81,141.91315388679504,1104.23046875
4,8,81,9.154842615127563,1104.23046875
7,8,81,100.60649943351746,1104.23046875
8,8,82,83.42282152175903,1104.23046875
3,8,82,4.51996111869812,1104.23046875
5,8,82,86.56399750709534,1104.23046875
3,8,83,4.432109355926514,1104.23046875
4,8,83,9.032729387283325,1104.23046875
7,8,83,98.87670111656189,1104.23046875
4,8,84,9.064231157302856,1104.23046875
5,8,84,86.65603804588318,1104.23046875
7,8,84,99.21647000312805,1104.23046875
10,8,85,88.07226204872131,1104.23046875
3,8,85,4.462904691696167,1104.23046875
5,8,85,86.74751281738281,1104.23046875
3,8,86,4.489771842956543,1104.23046875
1,8,86,87.44186878204346,1104.23046875
9,8,86,83.29252862930298,1104.23046875
4,8,87,9.247206926345825,1104.23046875
10,8,87,88.27639389038086,1104.23046875
8,8,87,82.63288164138794,1104.23046875
3,8,88,4.5991363525390625,1104.23046875
10,8,88,89.04171204566956,1104.23046875
8,8,88,85.28799796104431,1104.23046875
10,8,89,89.9505455493927,1104.23046875
11,8,89,96.62753677368164,1104.23046875
7,8,89,99.97483253479004,1104.23046875
9,8,90,82.2567400932312,1104.23046875
4,8,90,9.288251161575317,1104.23046875
7,8,90,99.39974164962769,1104.23046875
6,8,91,75.70291447639465,1104.23046875
10,8,91,89.8094744682312,1104.23046875
11,8,91,97.01068592071533,1104.23046875
1,8,92,87.35594606399536,1104.23046875
2,8,92,140.50461888313293,1104.23046875
10,8,92,88.3426992893219,1104.23046875
11,8,93,95.2074134349823,1104.23046875
3,8,93,4.503978252410889,1104.23046875
0,8,93,85.93714594841003,1104.23046875
7,8,94,99.54951310157776,1106.55078125
9,8,94,81.42188429832458,1106.55078125
8,8,94,82.17033052444458,1106.55078125
3,8,95,4.533560276031494,1106.55078125
4,8,95,9.153950929641724,1106.55078125
6,8,95,73.89134073257446,1106.55078125
11,8,96,96.50440335273743,1106.55078125
2,8,96,143.23260259628296,1106.55078125
7,8,96,101.16207075119019,1106.55078125
1,8,97,86.96825575828552,1106.55078125
6,8,97,74.77017092704773,1106.55078125
3,8,97,4.484058380126953,1106.55078125
3,8,98,4.496819734573364,1106.55078125
0,8,98,86.60100293159485,1106.55078125
9,8,98,82.57694840431213,1106.55078125
2,8,99,141.89339423179626,1106.55078125
3,8,99,4.617823839187622,1106.55078125
6,8,99,74.74333930015564,1106.55078125
9,8,100,82.55035018920898,1106.55078125
10,8,100,89.78046822547913,1106.55078125
7,8,100,101.41750240325928,1106.55078125
10,16,1,72.92629885673523,1106.609375
11,16,1,78.07409906387329,1106.609375
8,16,1,67.80615472793579,1106.609375
3,16,2,3.5291576385498047,1106.609375
11,16,2,77.97229409217834,1106.609375
0,16,2,70.27037072181702,1106.609375
3,16,3,3.542059898376465,1106.609375
6,16,3,60.479403495788574,1106.609375
1,16,3,70.37097334861755,1106.609375
3,16,4,3.498250961303711,1106.609375
11,16,4,77.34500074386597,1106.609375
0,16,4,70.12470197677612,1106.609375
8,16,5,66.353830575943,1106.609375
11,16,5,77.08727788925171,1106.609375
5,16,5,71.46885347366333,1106.609375
0,16,6,70.73670792579651,1106.609375
4,16,6,7.5571677684783936,1106.609375
11,16,6,76.69349336624146,1106.609375
6,16,7,60.20803451538086,1106.609375
3,16,7,3.53973388671875,1106.609375
2,16,7,112.50343227386475,1106.86328125
1,16,8,69.32684874534607,1106.86328125
3,16,8,3.5630099773406982,1106.86328125
7,16,8,80.88249015808105,1106.86328125
0,16,9,69.60843443870544,1106.86328125
10,16,9,71.94796442985535,1106.86328125
11,16,9,76.7742006778717,1106.86328125
11,16,10,77.26327514648438,1106.86328125
4,16,10,7.2318198680877686,1106.86328125
7,16,10,81.03270101547241,1106.86328125
6,16,11,65.05595850944519,1106.86328125
3,16,11,3.534213066101074,1106.86328125
10,16,11,71.57588791847229,1106.86328125
11,16,12,77.10454440116882,1106.86328125
10,16,12,71.83942174911499,1106.86328125
2,16,12,114.33409571647644,1106.86328125
1,16,13,70.07410907745361,1106.86328125
4,16,13,7.230504274368286,1106.86328125
3,16,13,3.4653375148773193,1106.86328125
0,16,14,69.52163243293762,1106.86328125
1,16,14,70.3640661239624,1106.86328125
11,16,14,76.85342383384705,1106.86328125
9,16,15,66.1826684474945,1106.86328125
7,16,15,81.12832641601562,1106.86328125
11,16,15,76.42527914047241,1106.86328125
11,16,16,76.6779510974884,1106.86328125
0,16,16,70.04442620277405,1106.86328125
3,16,16,3.51583194732666,1106.86328125
0,16,17,70.32179403305054,1106.86328125
3,16,17,3.5164644718170166,1106.86328125
1,16,17,72.73128080368042,1106.86328125
2,16,18,114.57957744598389,1106.86328125
7,16,18,81.58058381080627,1106.86328125
0,16,18,70.04644894599915,1106.86328125
10,16,19,71.3097915649414,1106.86328125
3,16,19,3.5130794048309326,1106.86328125
9,16,19,65.75743126869202,1106.86328125
0,16,20,70.08987641334534,1106.86328125
1,16,20,71.60338497161865,1106.86328125
7,16,20,82.83827924728394,1106.86328125
